Location,Time,Category,Que/Ans,Urgent,High,Verified,Additional,Frequent
"Tunbridge Wells, TN2",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission granted  How likely are you to make a hiring decision? I'm likely to hire someone  Additional details got basement and 2 car garage with planning permission when we bought the house 10 years ago. got my dad with dementia living with me upstairs but need him in a self contained flat downstairs now with carer. there is also a gym downstairs and large cupboard so ok for space, but would also need to build a 2 car port garage with space for bikes and maybe gym by side of house/ annexe and not huge amount of outside front space  Additional Details: got basement and 2 car garage with planning permission when we bought the house 10 years ago. got my dad with dementia living with me upstairs but need him in a self contained flat downstairs now with carer. there is also a gym downstairs and large cupboard so ok for space, but would also need to build a 2 car port garage with space for bikes and maybe gym by side of house/ annexe and not huge amount of outside front space",1,0,1,1,0
"Cheltenham, GL53",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm likely to hire someone  Additional details the garage is detached, and there might be an option to extend- the potential issue is that it is next to my neighbours garage - I&#039;m looking to convert to self-contained room to rent out  Additional Details: the garage is detached, and there might be an option to extend- the potential issue is that it is next to my neighbours garage - I&#039;m looking to convert to self-contained room to rent out",0,0,0,1,1
"Waterlooville, PO7",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I will possibly hire someone  Additional details Double garage detached property and garage is attached to the property. Would like the near garage to convert into a office /living room with access from the house and need a front window where we remove the garage door. New  Additional Details: Double garage detached property and garage is attached to the property. Would like the near garage to convert into a office /living room with access from the house and need a front window where we remove the garage door. New",1,0,1,1,0
"London, RM3",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm likely to hire someone,0,0,1,0,1
"Holmfirth, HD9",5d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm likely to hire someone  Additional details Flat roof garage conversion into self contained living space  Additional Details: Flat roof garage conversion into self contained living space,0,0,0,1,1
"Devizes, Wiltshire",1h ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
Stoke-on-Trent,12h ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Convert to study. Contains boiler and fuse box  Additional Details: Convert to study. Contains boiler and fuse box",0,0,1,1,0
"West Molesey, KT8",13h ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,1
"Castleford, WF10",16h ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,1,0
"Morecambe, Lancashire",1d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details just getting an idea of cost  Additional Details: just getting an idea of cost",0,0,0,1,1
"Birmingham, B11",1d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? I don’t know  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,1
"Hove, BN3",1d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Play room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I have had an offer accepted on a house with a detached garage (in picture to left of property). The previous owner extended the garage to include a brick built shed. Both currently have electricity. I have a very small budget and would just like to make the space habitable for my children as a snug/playroom. The costs need to be as cheap as possible for my budget.  Additional Details: I have had an offer accepted on a house with a detached garage (in picture to left of property). The previous owner extended the garage to include a brick built shed. Both currently have electricity. I have a very small budget and would just like to make the space habitable for my children as a snug/playroom. The costs need to be as cheap as possible for my budget.",0,0,1,1,0
"Armagh, BT60",1d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Would like to convert garage into bedroom with en suite. Really just looking prices and ideas at the minute  Additional Details: Would like to convert garage into bedroom with en suite. Really just looking prices and ideas at the minute",0,0,1,1,1
"Bideford, Devon",1d ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Larger than one to fit 1 car but not double  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Want to convert a detached garage space, a larger than average single, into a self contained space with some style to it.  Additional Details: Want to convert a detached garage space, a larger than average single, into a self contained space with some style to it.",0,0,1,1,0
"Canvey Island, SS8",2d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits three cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Granny Annexe  Additional Details: Granny Annexe",0,0,0,1,1
"Chichester, PO20",2d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Bedroom  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Nothing  Additional Details: Nothing",1,0,1,1,0
"Leeds, LS17",2d ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Gym  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details I am just looking to get pricing to convert my garage in to a gym. Flooring ventilation and mirrors  Additional Details: I am just looking to get pricing to convert my garage in to a gym. Flooring ventilation and mirrors",0,0,0,1,0
"Kirkbymoorside, North Yorkshire",3d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Divide garage in half, use half for office insulation required. No additional windows or doors required. Just researching at present  Additional Details: Divide garage in half, use half for office insulation required. No additional windows or doors required. Just researching at present",0,0,1,1,0
"Chelmsford, Essex",3d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? I don’t know  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Need a door and two windows facing the garden  Additional Details: Need a door and two windows facing the garden",0,0,1,1,0
"Milton Keynes, MK2",3d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? bedroom  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Ipswich, IP3",4d ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Convert garage to outer house  Additional Details: Convert garage to outer house",0,0,1,1,0
"Milton Keynes, MK6",5d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I would like to garage conversion and 2 meters extension aswell.  Need to rough cost. How long takes this to start to finish.  Thank you.  Additional Details: I would like to garage conversion and 2 meters extension aswell.  Need to rough cost. How long takes this to start to finish.  Thank you.",0,0,1,1,0
"London, SE28",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garage conversion  Additional Details: Garage conversion",0,0,0,1,0
"London, N20",6d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Researching cost to see if viable.  Additional Details: Researching cost to see if viable.",0,0,1,1,0
"Thatcham, RG19",6d ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,1,1
"Newent, GL18",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Thamesmead, Greater London",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I would like to convert a garage that has space big enough to have a bedroom, kitchenette, a shower and toilet.  Additional Details: I would like to convert a garage that has space big enough to have a bedroom, kitchenette, a shower and toilet.",0,0,0,1,1
"Orpington, Greater London",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility and study  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Looking to gauge a rough cost of converting a one car garage into a half utility room and half a study.  Additional Details: Looking to gauge a rough cost of converting a one car garage into a half utility room and half a study.",0,0,1,1,1
"Snodland, ME6",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Sound proofed room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details I want my garage sound proofed so it can house a drum kit and be played without and noise bleed  Additional Details: I want my garage sound proofed so it can house a drum kit and be played without and noise bleed",0,0,1,1,0
"Swadlincote, DE12",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garage door needs replacing.  Additional Details: Garage door needs replacing.",0,0,1,1,0
"Derby, DE3",3h ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details convertion to bedroom  Additional Details: convertion to bedroom,0,0,1,1,0
"Ilminster, Somerset",3d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space/ hone office  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details Flat roof garage conversion. New flat roof may be needed. Also like to consider refurbishing the adjoining utility room. This is also single skin wall, flat roof. Not insulated. Extraction  needed.  Additional Details: Flat roof garage conversion. New flat roof may be needed. Also like to consider refurbishing the adjoining utility room. This is also single skin wall, flat roof. Not insulated. Extraction  needed.",1,0,1,1,0
"Littlehampton, BN16",3d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Garage next to house Need bedroom toilet and shower  Additional Details: Garage next to house Need bedroom toilet and shower",1,0,0,1,1
"Paignton, TQ4",2d ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details need  space for pantry not to live in  Additional Details: need  space for pantry not to live in,0,0,1,1,0
"Rugby, CV21",4d ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details May need asbestos removal. It’s an old building. Waiting to convert into a single bedroom with a toilet if possible.  Garage is connected to living room by a wall. Would like to make a door to lead to the garage. It has a door into the garden and gate to the front of the house. I want a quote so I can budget for either this summer/autumn.  Additional Details: May need asbestos removal. It’s an old building. Waiting to convert into a single bedroom with a toilet if possible.  Garage is connected to living room by a wall. Would like to make a door to lead to the garage. It has a door into the garden and gate to the front of the house. I want a quote so I can budget for either this summer/autumn.,0,0,1,1,0
"St. Albans, AL4",4d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I am just enquiring about an approximate cost to convert a garage attached to the house into a living room.  The room is 16 by 8 feet.  The garage doors are gone, there is already a wall and window although I would like a bigger window.  Please email, do not phone, with an approximate price, thank you  Additional Details: I am just enquiring about an approximate cost to convert a garage attached to the house into a living room.  The room is 16 by 8 feet.  The garage doors are gone, there is already a wall and window although I would like a bigger window.  Please email, do not phone, with an approximate price, thank you",0,0,0,1,0
"Telford, TF1",4d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Beauty room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Want garage converted into a beauty room for my buinesss  Additional Details: Want garage converted into a beauty room for my buinesss",0,0,0,1,0
"Kendal, LA8",5d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details How much to convert a standard size garage into a living area for child  Additional Details: How much to convert a standard size garage into a living area for child",0,0,1,1,0
"London, CR5",5d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Woodbridge, IP12",6d ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? 1.5 cars  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,1
"Warwick, CV34",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,0,0,1
"Slough, SL1",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details We want to convert garage into a living space. It requires insurance, wall skimming and window installation.  Additional Details: We want to convert garage into a living space. It requires insurance, wall skimming and window installation.",1,0,1,1,1
"Maidstone, Kent",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Gym  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details I’m looking for quotes to convert a garage into a gym space on a new build  Additional Details: I’m looking for quotes to convert a garage into a gym space on a new build",0,0,1,1,0
"Sandbach, CW11",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Looking to convert our garage, somewhere our teenagers can socialise. For our 2 dogs to stay during the day when we are at work.  Additional Details: Looking to convert our garage, somewhere our teenagers can socialise. For our 2 dogs to stay during the day when we are at work.",0,0,0,1,0
"Aylesbury, Buckinghamshire",5d ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,0
"Market Harborough, LE16",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Just scoping rough costs at the moment  Additional Details: Just scoping rough costs at the moment",0,0,1,1,0
"Reading, RG5",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? bedroom  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Turn a garage into a bedroom  Additional Details: Turn a garage into a bedroom",0,0,0,1,1
"Worthing, BN13",1w ago,Garage Conversions,Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? I don’t know  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,1
"Newcastle Upon Tyne, NE12",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details 2/3rds of garage to be turned into kitchen. Current kitchen to be removed and reinstalled in new garage room. Structural wall between kitchen an garage to be knocked through and opened up to make 1 large open area. Rear garage door to be removed and wall opened up to accommodate a new kitchen window. Boiler to remain where it is.  Additional Details: 2/3rds of garage to be turned into kitchen. Current kitchen to be removed and reinstalled in new garage room. Structural wall between kitchen an garage to be knocked through and opened up to make 1 large open area. Rear garage door to be removed and wall opened up to accommodate a new kitchen window. Boiler to remain where it is.,0,0,1,1,0
"Boston, PE20",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Bathroom  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching,0,0,1,0,0
"Leeds, LS8",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Bedroom with ensuite  Additional Details: Bedroom with ensuite",0,0,1,1,0
"Lee-On-The-Solent, PO13",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,0,0,1
"Castleford, WF10",2d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching  Additional details I have a detached garage and would like to convert it into a room that my son and his friends can hang out in. It has electric. It just needs plaster boarding, flooring and lighting. It will need plastering also. I will also need to discuss with someone the exit and entrance to it.  Additional Details: I have a detached garage and would like to convert it into a room that my son and his friends can hang out in. It has electric. It just needs plaster boarding, flooring and lighting. It will need plastering also. I will also need to discuss with someone the exit and entrance to it.",0,0,0,1,1
"Huntingdon, PE29",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Partial garage conversion. Garage is on ground floor of property. Looking to create a small home office. 1.5 x 2m. Electrics needed to be installed.  Additional Details: Partial garage conversion. Garage is on ground floor of property. Looking to create a small home office. 1.5 x 2m. Electrics needed to be installed.",0,0,1,1,0
"Lincoln, Lincolnshire",1d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits two cars  What are you planning to use the converted garage for? Sports bar  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details We are moving to a new home in the coming months and there is a Garage with a lot of space next to the property. I&#039;d like to convert this into a sports bar/games room.  Additional Details: We are moving to a new home in the coming months and there is a Garage with a lot of space next to the property. I&#039;d like to convert this into a sports bar/games room.",0,0,1,1,0
"Neath, SA10",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Aylesbury, HP18",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Kitchen  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details I would like to convert my garage into a cloud or dark kitchen  Additional Details: I would like to convert my garage into a cloud or dark kitchen",0,0,0,1,0
"Bristol, BS40",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Home office  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details 12345  Additional Details: 12345",0,0,0,1,0
"Milton Keynes, MK4",1w ago,Garage Conversions,Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Utility room  Do you have plans drawn up? I would like the pro to help me with plans  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching  Additional details Single car garage want to convert to a utility room with a toilet room separate  Additional Details: Single car garage want to convert to a utility room with a toilet room separate,0,0,1,1,0
"High Wycombe, HP11",1w ago,Garage Conversions,"Where is the existing garage located? Residential – attached to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? Planning permission not required  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,0,0
"Wallingford, OX10",2d ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Looking to convert at least half of a single garage into a self contained living. Looking at potentially making a box within the space rather than making the structure livable  Additional Details: Looking to convert at least half of a single garage into a self contained living. Looking at potentially making a box within the space rather than making the structure livable",0,0,1,1,1
"Dunstable, Central Bedfordshire",1w ago,Garage Conversions,"Where is the existing garage located? Residential – next to main property  How big is the garage to be converted? Garage that fits one car  What are you planning to use the converted garage for? Living space  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? No planning application made  How likely are you to make a hiring decision? I'm planning and researching  Additional details Extending current garage size in length to attach to house  Additional Details: Extending current garage size in length to attach to house",0,0,0,1,0
"Ferndown, Dorset",1w ago,Garage Conversions,"Where is the existing garage located? Residential – away from main property  How big is the garage to be converted? 1 meter wider than single garage with tiled roof  What are you planning to use the converted garage for? Self contained accommodation  Do you have plans drawn up? No, I don't have plans yet  What is the planning permission status for this job? I would like to discuss this with the pro  How likely are you to make a hiring decision? I'm planning and researching",0,0,1,1,1
